sid,school_year,grade_level,frpl
6381,2004,7,F
6383,2003,5,N
6383,2004,6,N
6383,2007,9,N
6384,2001,3,F
6384,2002,4,F
6384,2003,5,F
6385,2002,3,F
6386,2002,3,R
6386,2003,4,R
6388,2003,4,F
6388,2004,5,F
6388,2005,6,F
6388,2006,7,F
6388,2007,8,F
6389,2003,3,N
6389,2004,4,N
6389,2005,5,N
6389,2006,6,N
6390,2004,4,F
6390,2005,5,F
6390,2006,6,R
6390,2007,7,R
6391,2004,3,N
6391,2005,4,F
6393,2004,3,F
6393,2005,4,F
6393,2006,5,N
6393,2007,6,F
6394,2005,3,F
6394,2006,4,F
6394,2007,5,F
6395,2005,3,F
6395,2006,4,R
6395,2007,5,F
6397,2006,3,N
6398,2006,3,F
6398,2007,4,R
6399,2007,3,F
6400,2007,3,N
6401,2007,3,F
6404,2001,12,F
6405,2001,11,F
6405,2002,12,F
6406,2001,10,F
6406,2002,11,F
6406,2003,12,F
6408,2001,10,F
6408,2002,11,F
6408,2003,12,F
6409,2003,11,F
6409,2004,11,N
6410,2001,9,F
6410,2002,10,F
6410,2003,11,N
6410,2004,12,F
6411,2001,7,F
6411,2002,9,R
6411,2003,10,F
6413,2001,9,F
6413,2002,10,F
6413,2003,11,N
6413,2004,12,F
6414,2001,8,N
6414,2002,9,N
6414,2003,10,N
6414,2004,11,R
6414,2005,12,F
6415,2001,8,F
6415,2002,9,R
6415,2003,10,N
6415,2004,10,F
6415,2005,11,N
6416,2001,8,F
6416,2002,9,F
6416,2003,10,F
6416,2004,11,F
6416,2005,12,F
6418,2001,7,F
6418,2002,8,F
6418,2003,9,R
6419,2004,10,F
6419,2005,11,N
6419,2006,11,N
6419,2007,12,F
6420,2001,7,F
6420,2002,8,F
6420,2003,9,F
6420,2004,10,F
6420,2005,11,F
6420,2006,12,F
6421,2001,6,R
6421,2002,7,R
6421,2003,8,F
6421,2004,9,F
6421,2005,10,R
6422,2001,6,R
6422,2002,7,F
6422,2003,8,F
6422,2004,9,F
6422,2005,10,F
6422,2006,11,F
6422,2007,12,F
6424,2001,6,N
6424,2002,7,N
6424,2003,8,N
6424,2004,9,N
6425,2001,5,F
6425,2002,6,F
6425,2003,7,R
6425,2004,8,R
6425,2005,9,F
6425,2006,10,R
6425,2007,11,F
6426,2001,5,F
6426,2002,6,R
6426,2003,7,F
6426,2004,8,F
6426,2005,9,F
6427,2001,5,F
6427,2003,7,F
6427,2004,8,F
6427,2005,9,F
6427,2006,10,F
6427,2007,11,F
6428,2001,5,N
6428,2002,6,N
6428,2003,7,N
6428,2004,8,N
6430,2001,4,F
6430,2002,5,F
6431,2001,4,F
6431,2002,5,R
6431,2003,6,N
6431,2004,7,F
6431,2005,8,F
6431,2006,9,F
6431,2007,10,F
6432,2001,3,F
6432,2002,4,F
6432,2003,5,F
6432,2004,6,F
6432,2005,7,F
6432,2006,8,F
6432,2007,9,F
6433,2002,4,F
6433,2004,6,F
6433,2005,7,F
6433,2006,8,R
6434,2001,3,R
6434,2002,4,F
6434,2003,5,F
6434,2004,6,F
6434,2005,7,N
6434,2006,8,F
6434,2007,9,F
6436,2002,3,R
6436,2003,4,F
6436,2004,5,F
6436,2005,6,F
6436,2006,7,F
6436,2007,8,F
6437,2003,3,F
6437,2004,4,R
6437,2005,5,F
6437,2006,6,R
6437,2007,7,F
6438,2003,3,F
6438,2004,4,F
6438,2005,5,F
6438,2006,6,F
6438,2007,7,F
6440,2003,3,R
6440,2004,3,F
6440,2005,4,R
6440,2006,5,F
6440,2007,6,F
6441,2004,3,N
6441,2005,4,N
6441,2006,5,N
6441,2007,6,N
6442,2007,6,N
6443,2004,3,F
6443,2005,4,N
6443,2006,5,F
6443,2007,6,F
6444,2005,3,F
6444,2006,4,F
6444,2007,5,F
6445,2006,4,N
6445,2007,5,F
6447,2006,3,R
6447,2007,4,F
6448,2006,3,F
6448,2007,4,F
6449,2007,3,F
6451,2007,3,F
6452,2001,12,N
6452,2002,12,F
6454,2001,12,N
6456,2001,10,F
6456,2002,11,F
6456,2003,12,F
6457,2001,11,N
6457,2002,12,N
6458,2002,11,F
6459,2001,9,F
6459,2002,9,F
6459,2003,10,F
6460,2003,11,N
6461,2001,9,F
6461,2002,10,F
6461,2003,11,F
6461,2004,12,F
6463,2001,9,F
6463,2002,10,F
6463,2003,11,F
6463,2004,11,F
6463,2005,12,R
6464,2001,8,F
6464,2002,9,F
6465,2001,8,F
6465,2002,9,N
6467,2002,9,N
6467,2003,10,F
6467,2004,11,F
6467,2005,12,F
6468,2001,7,F
6468,2002,8,F
6468,2003,9,F
6468,2004,10,F
6468,2005,11,F
6468,2006,12,F
6469,2001,7,F
6469,2002,8,N
6469,2004,10,F
6469,2005,11,F
6469,2006,12,R
6470,2001,7,F
6470,2002,8,N
6470,2003,9,F
6471,2002,8,N
6471,2003,9,F
6471,2004,10,N
6471,2005,11,N
6472,2001,6,F
6472,2002,7,F
6472,2003,8,N
6472,2004,9,F
6472,2005,10,F
6472,2006,11,F
6472,2007,12,F
6474,2003,7,F
6474,2004,8,F
6474,2005,9,F
6475,2001,5,F
6475,2002,6,R
6475,2003,7,F
6475,2004,8,F
6475,2005,9,N
6475,2006,10,N
6475,2007,11,N
6476,2001,5,F
6476,2002,6,F
6476,2003,7,F
6476,2004,8,F
6476,2005,9,N
6476,2007,11,N
6477,2001,4,F
6477,2002,5,F
6477,2003,6,F
6477,2004,7,N
6477,2005,8,F
6477,2006,9,F
6478,2001,4,F
6478,2002,5,N
6478,2003,6,F
6478,2004,7,F
6478,2005,8,N
6478,2006,9,N
6478,2007,10,N
6479,2001,5,F
6479,2002,6,N
6480,2001,4,R
6480,2002,5,F
6480,2003,6,F
6480,2004,7,F
6480,2005,8,F
6480,2006,9,F
6480,2007,10,F
6481,2001,4,N
6481,2002,5,N
6481,2003,6,N
6483,2001,4,F
6484,2001,3,F
6484,2002,4,F
6484,2004,6,F
6484,2005,7,F
6484,2006,8,F
6484,2007,9,R
6485,2003,5,F
6485,2005,7,F
6485,2006,8,N
6485,2007,9,F
6486,2001,3,F
6486,2002,4,F
6486,2003,5,F
6486,2004,6,F
6487,2002,3,F
6487,2003,4,F
6487,2004,5,F
6487,2005,6,F
6487,2006,7,N
6487,2007,8,F
6488,2002,3,F
6488,2003,4,N
6488,2005,6,N
6488,2006,7,N
6488,2007,8,N
6490,2003,3,R
6490,2004,4,F
6490,2005,5,R
6490,2006,6,F
6490,2007,7,N
6491,2004,4,F
6491,2005,5,F
6491,2006,6,R
6491,2007,7,F
6492,2006,6,N
6492,2007,7,N
6493,2004,3,F
6493,2005,4,F
6493,2006,5,F
6493,2007,6,F
6495,2004,3,F
6495,2005,4,R
6495,2006,5,F
6495,2007,6,F
6496,2005,3,F
6496,2006,4,R
6496,2007,5,F
6497,2005,3,N
6497,2006,4,N
6497,2007,5,N
6498,2005,3,F
6498,2006,3,F
6498,2007,4,F
6499,2006,3,F
6499,2007,4,F
6500,2006,3,F
6500,2007,4,N
6501,2006,3,F
6501,2007,4,F
6503,2007,3,F
6505,2001,12,R
6507,2001,12,F
6508,2001,12,F
6509,2002,11,N
6510,2001,10,F
6511,2001,10,F
6511,2002,11,F
6511,2003,12,R
6513,2001,10,F
6513,2002,11,F
6514,2001,9,F
6514,2004,11,F
6515,2001,9,F
6515,2002,10,F
6515,2003,11,R
6515,2004,12,F
6516,2001,9,F
6516,2002,10,N
6516,2003,11,N
6516,2004,12,N
6517,2001,8,F
6517,2002,9,R
6517,2003,10,F
6517,2004,11,R
6517,2005,12,F
6519,2001,8,N
6519,2002,9,F
6519,2003,10,R
6519,2004,11,F
6519,2005,11,F
6520,2001,7,F
6520,2002,7,F
6520,2003,9,F
6521,2001,7,N
6521,2002,8,N
6521,2003,9,N
6521,2004,10,N
6521,2005,11,N
6521,2006,12,N
6522,2001,7,F
6522,2002,8,F
6523,2001,6,F
6523,2002,7,F
6523,2003,8,R
6523,2004,9,F
6523,2005,10,R
6523,2006,11,F
6523,2007,12,F
6525,2003,8,F
6525,2004,9,F
6525,2005,10,F
6525,2006,11,F
6526,2001,5,F
6526,2002,6,F
6526,2003,7,R
6526,2004,8,F
6526,2005,9,F
6526,2007,11,N
6527,2003,8,F
6529,2003,7,F
6530,2001,5,F
6530,2002,6,R
6530,2003,7,F
6530,2004,8,F
6530,2005,9,F
6530,2006,10,F
6530,2007,11,F
6531,2003,7,F
6531,2004,8,F
6533,2005,8,F
6534,2001,4,N
6534,2002,5,N
6534,2003,6,N
6534,2004,7,N
6534,2005,8,N
6534,2006,9,N
6534,2007,10,N
6535,2005,8,F
6535,2006,9,R
6535,2007,10,N
6536,2002,3,F
6537,2003,5,F
6537,2004,6,R
6537,2005,7,F
6537,2006,8,F
6538,2002,4,F
6538,2005,7,F
6538,2006,8,F
6538,2007,9,F
6540,2005,6,F
6540,2007,8,F
6541,2002,3,N
6541,2003,4,N
6541,2004,5,N
6541,2005,6,N
6542,2003,3,F
6542,2004,4,F
6542,2005,5,F
6543,2002,3,N
6544,2003,3,F
6544,2004,4,F
6544,2005,5,F
6544,2006,6,F
6544,2007,7,F
6545,2006,6,F
6547,2004,3,F
6547,2005,4,F
6547,2006,5,R
6547,2007,6,F
6548,2004,3,F
6548,2005,4,R
6548,2006,5,F
6548,2007,6,F
6549,2005,3,N
6549,2006,4,N
6549,2007,5,N
6550,2005,3,F
6550,2006,4,N
6550,2007,5,F
6552,2006,3,F
6553,2007,3,F
6554,2007,3,F
6555,2007,3,R
6557,2001,11,F
6558,2001,12,R
6558,2002,12,R
6559,2001,11,F
6559,2002,12,F
6560,2001,11,F
6560,2002,12,F
6561,2001,10,F
6561,2002,11,N
6562,2001,10,N
6562,2002,11,N
6562,2003,12,N
6564,2003,11,N
6565,2001,9,F
6565,2002,10,F
6565,2003,11,F
6565,2004,12,F
6566,2001,9,F
6566,2003,11,N
6566,2005,12,R
6567,2001,9,R
6567,2002,10,R
6567,2003,10,F
6567,2004,11,F
6567,2005,12,F
6568,2001,7,F
6568,2002,8,R
6568,2003,9,R
6568,2004,10,F
6569,2001,8,F
6569,2002,9,N
6569,2003,10,F
6571,2001,8,F
6571,2002,9,R
6571,2003,10,F
6571,2004,11,F
6571,2005,12,F
6571,2006,12,F
6572,2001,7,F
6572,2002,8,N
6572,2003,9,F
6572,2004,10,F
6572,2005,11,F
6572,2006,12,R
6573,2002,7,F
6573,2003,8,N
6573,2006,10,F
6575,2001,7,N
6575,2002,8,N
6575,2003,9,N
6575,2004,10,N
6575,2005,11,N
6575,2006,12,N
6576,2001,6,F
6576,2002,7,R
6576,2003,8,F
6576,2004,9,F
6576,2005,10,N
6576,2006,11,F
6576,2007,12,F
6577,2003,8,N
6578,2001,6,F
6578,2002,7,F
6578,2003,8,F
6578,2004,9,F
6578,2005,10,F
6578,2006,10,F
6578,2007,12,R
6580,2003,7,F
6581,2001,5,N
6581,2002,6,N
6581,2003,7,N
6581,2004,8,N
6581,2005,9,N
6582,2001,5,F
6582,2002,6,F
6582,2003,7,F
6584,2007,11,N
6585,2001,4,F
6585,2002,5,F
6585,2003,6,F
6585,2004,7,F
6585,2005,8,N
6585,2006,9,R
6586,2002,5,F
6586,2004,7,F
6586,2005,8,R
6586,2006,9,F
6586,2007,10,F
6587,2001,4,N
6587,2002,5,N
6587,2003,6,N
6587,2004,7,N
6587,2005,8,N
6587,2006,9,N
6587,2007,10,N
6588,2002,3,F
6588,2003,4,F
6588,2004,5,F
6588,2005,6,F
6588,2006,7,F
6588,2007,8,F
6589,2002,4,F
6589,2003,5,F
6589,2004,6,R
6589,2005,7,N
6589,2006,8,N
6589,2007,9,N
6591,2002,3,F
6591,2003,4,F
6591,2004,5,R
6591,2005,6,F
6591,2006,7,F
6591,2007,8,F
6592,2003,4,N
6592,2004,5,N
6592,2005,6,N
6592,2006,7,N
6592,2007,8,N
6593,2002,3,R
6593,2003,4,F
6593,2004,5,R
6593,2005,6,N
6593,2006,7,N
6593,2007,8,F
6595,2003,3,F
6595,2004,4,F
6595,2005,5,F
6595,2006,6,F
6595,2007,7,F
6596,2005,5,F
6596,2006,6,F
6596,2007,7,R
6597,2003,3,F
6597,2004,4,F
6597,2005,5,N
6597,2007,7,R
6598,2003,3,N
6599,2004,3,F
6599,2005,4,F
6599,2006,5,F
6599,2007,6,F
6600,2004,3,F
6600,2005,4,F
6600,2007,6,F
6602,2005,3,F
6602,2006,4,N
6602,2007,5,N
6603,2006,3,F
6603,2007,4,N
6604,2007,4,N
6605,2006,3,F
6607,2007,3,F
6608,2007,3,F
6611,2001,12,F
6612,2001,11,N
6612,2002,12,F
6613,2001,10,F
6613,2002,11,R
6614,2001,11,N
6614,2002,12,N
6616,2001,10,F
6616,2002,11,F
6616,2003,12,F
6617,2001,10,N
6617,2002,11,N
6617,2003,12,N
6618,2001,9,N
6618,2002,10,N
6618,2003,10,F
6618,2004,10,N
6618,2005,11,N
6619,2001,9,F
6620,2001,9,R
6620,2002,10,F
6620,2003,10,F
6620,2004,10,F
6620,2005,10,F
6621,2001,8,N
6621,2002,9,N
6622,2001,8,F
6622,2002,9,R
6622,2003,10,F
6622,2004,11,F
6622,2005,12,F
6624,2001,8,N
6624,2002,9,N
6624,2003,10,N
6624,2004,11,N
6624,2005,12,F
6625,2001,7,F
6625,2002,8,F
6625,2003,9,N
6625,2004,10,F
6625,2005,11,N
6625,2006,12,N
6626,2001,6,F
6627,2003,9,R
6627,2004,10,N
6627,2005,11,N
6627,2006,12,R
6629,2001,6,F
6629,2002,7,F
6629,2003,8,F
6629,2004,9,F
6629,2005,10,F
6629,2006,11,R
6629,2007,12,F
6630,2001,5,F
6630,2002,6,F
6630,2003,7,R
6630,2004,8,F
6630,2005,9,F
6630,2006,10,F
6630,2007,11,F
6631,2001,6,F
6633,2001,5,F
6633,2002,6,F
6633,2003,7,R
6633,2004,8,F
6633,2005,9,F
6633,2006,10,F
6633,2007,11,F
6634,2001,5,F
6634,2002,6,R
6634,2003,7,F
6634,2004,8,F
6634,2005,9,F
6634,2006,10,N
6634,2007,11,R
6635,2001,5,F
6635,2002,6,F
6635,2003,7,F
6635,2004,8,F
6635,2005,9,R
6635,2006,10,F
6635,2007,11,F
6637,2001,4,R
6637,2002,5,F
6637,2003,6,F
6637,2004,7,F
6637,2005,8,F
6637,2006,9,F
6638,2007,10,F
6639,2001,4,F
6639,2002,5,F
6639,2003,6,F
6639,2004,7,F
6639,2005,8,F
6639,2006,9,F
6639,2007,10,F
6641,2001,3,F
6641,2002,4,F
6641,2003,5,F
6641,2004,6,N
6641,2005,7,F
6641,2006,8,F
6641,2007,9,R
6642,2001,3,N
6642,2002,4,F
6643,2002,4,N
6643,2003,5,F
6644,2002,3,F
6645,2002,3,F
6645,2003,4,F
6645,2004,5,F
6645,2006,7,F
6646,2002,3,F
6647,2003,3,R
6647,2004,4,F
6647,2005,5,F
6647,2006,6,N
6649,2003,3,F
6649,2004,4,F
6649,2005,5,F
6649,2006,6,F
6649,2007,7,R
6650,2004,3,F
6650,2005,4,F
6650,2006,5,F
6650,2007,6,F
6651,2005,4,F
6651,2006,5,N
6651,2007,6,N
6652,2004,3,F
6652,2005,4,R
6652,2006,5,F
6652,2007,6,F
6654,2005,3,F
6655,2005,3,F
6655,2006,4,F
6655,2007,5,F
6656,2006,3,N
6656,2007,4,F
6657,2006,3,F
6657,2007,4,F
6658,2006,3,N
6658,2007,4,N
6659,2007,3,F
6660,2007,3,N
6662,2001,12,N
6663,2001,12,F
6664,2001,12,F
6665,2001,11,F
6665,2002,12,F
6666,2001,11,N
6668,2001,10,N
6668,2002,11,N
6668,2003,11,R
6668,2004,12,R
6669,2001,10,F
6669,2003,10,N
6669,2004,11,F
6669,2005,12,R
6670,2001,9,F
6670,2002,9,R
6670,2003,11,R
6672,2002,10,R
6672,2003,11,F
6673,2001,9,F
6673,2002,10,N
6673,2003,11,N
6673,2004,12,F
6674,2004,12,N
6675,2003,10,N
6675,2004,11,N
6675,2005,12,N
6676,2004,11,F
6676,2005,12,F
6678,2001,7,R
6678,2002,8,F
6678,2003,9,F
6678,2004,10,F
6678,2005,11,F
6678,2006,12,F
6679,2001,7,F
6679,2002,8,R
6679,2003,9,F
6679,2004,10,F
6679,2005,11,F
6680,2001,7,F
6680,2002,8,R
6680,2003,9,F
6680,2004,10,N
6680,2005,11,F
6680,2006,12,R
6681,2001,7,F
6681,2002,8,F
6681,2003,9,F
6681,2004,10,N
6681,2005,11,F
6681,2006,12,F
6683,2001,6,F
6683,2002,7,R
6683,2003,8,R
6683,2004,9,F
6683,2005,10,F
6683,2006,11,R
6683,2007,12,F
6684,2003,7,F
6684,2004,8,F
6684,2005,9,F
6684,2006,10,F
6684,2007,11,F
6685,2001,4,F
6685,2002,5,F
6685,2003,6,F
6685,2004,7,F
6685,2005,8,F
6685,2006,9,F
6685,2007,10,F
6686,2001,5,R
6686,2002,6,F
6686,2003,7,F
6687,2001,5,N
6687,2002,6,N
6687,2003,7,N
6687,2004,8,N
6687,2005,9,N
6687,2006,10,F
6689,2001,4,F
6689,2002,4,F
6690,2001,4,F
6690,2002,5,F
6690,2003,6,R
6690,2004,7,F
6690,2005,8,F
6690,2006,9,F
6690,2007,10,F
6691,2003,5,N
6691,2004,6,F
6691,2005,7,R
6692,2001,3,F
6692,2002,3,F
6692,2003,4,F
6692,2004,5,F
6692,2005,6,F
6692,2006,7,F
6692,2007,8,F
6694,2001,3,F
6694,2002,4,F
6694,2003,5,F
6694,2004,6,N
6694,2005,7,F
6694,2006,8,F
6694,2007,9,N
6695,2001,3,F
6695,2002,4,F
6695,2006,8,N
6695,2007,9,F
6696,2002,3,F
6696,2003,4,N
6696,2004,5,F
6698,2002,3,F
6698,2003,4,R
6698,2004,5,F
6698,2005,6,F
6698,2006,7,R
6698,2007,8,F
6699,2002,3,F
6699,2003,4,F
6699,2004,5,F
6700,2003,3,N
6700,2004,4,N
6700,2005,5,N
6700,2006,6,N
6700,2007,7,F
6701,2003,3,F
6701,2004,4,N
6703,2004,3,N
6703,2005,4,N
6703,2006,5,N
6703,2007,6,N
6704,2004,3,F
6704,2005,4,F
6704,2006,5,F
6704,2007,6,R
6705,2005,3,F
6705,2006,4,F
6705,2007,5,F
6706,2005,3,N
6706,2006,4,N
6706,2007,5,N
6707,2005,3,N
6707,2006,4,N
6707,2007,5,N
6708,2006,3,R
6708,2007,4,F
6709,2006,3,R
6709,2007,4,F
6710,2006,3,N
6710,2007,4,N
6711,2007,3,N
6715,2001,11,F
6716,2001,12,F
6717,2001,11,F
6717,2002,12,F
6718,2001,11,N
6718,2002,11,N
6719,2001,11,N
6719,2002,12,R
6721,2001,10,R
6721,2002,11,N
6721,2003,12,F
6722,2001,10,F
6722,2002,10,R
6722,2004,10,N
6723,2002,11,F
6723,2003,12,N
6724,2001,9,F
6724,2002,10,F
6726,2001,9,R
6726,2002,10,F
6726,2003,11,F
6726,2004,11,F
6727,2001,8,F
6727,2002,9,F
6727,2003,10,F
6727,2004,11,F
6727,2005,12,F
6728,2001,8,R
6728,2002,9,F
6728,2003,10,F
6728,2005,12,R
6729,2001,8,F
6729,2002,9,R
6729,2003,10,N
6729,2004,11,N
6729,2005,12,F
6730,2002,9,N
6732,2001,7,N
6732,2002,8,N
6732,2003,9,N
6732,2004,10,N
6732,2005,11,N
6732,2006,12,N
6733,2001,7,N
6734,2001,6,F
6734,2002,7,F
6734,2003,8,F
6734,2004,9,F
6734,2005,10,R
6734,2006,10,F
6735,2001,6,N
6735,2002,7,N
6735,2003,8,N
6735,2004,9,N
6735,2007,12,N
6736,2001,6,F
6736,2002,7,R
6736,2003,8,F
6736,2004,9,N
6736,2005,10,N
6736,2006,11,N
6736,2007,12,F
6737,2005,10,N
6737,2006,11,F
6737,2007,12,R
6738,2001,5,F
6738,2002,6,F
6738,2003,7,F
6738,2004,8,F
6738,2005,9,F
6739,2005,8,F
6741,2005,9,N
6742,2001,4,F
6742,2002,5,F
6742,2003,6,F
6742,2004,7,F
6742,2005,8,F
6742,2006,9,F
6742,2007,10,F
6743,2001,4,R
6743,2002,5,F
6743,2003,6,F
6743,2004,7,R
6743,2005,8,R
6743,2006,9,N
6743,2007,10,F
6744,2001,4,N
6744,2002,5,F
6744,2003,6,F
6744,2004,7,F
6744,2005,8,F
6744,2006,9,N
6744,2007,10,F
6746,2001,3,F
6746,2002,4,F
6746,2003,5,F
6746,2004,6,F
6746,2005,7,F
6746,2006,8,F
6746,2007,9,F
6747,2002,3,F
6747,2003,4,R
6748,2001,3,F
6748,2002,4,F
6748,2003,5,F
6748,2004,6,F
6749,2001,3,F
6749,2002,4,F
6749,2003,5,F
6749,2004,6,F
6749,2005,7,R
6749,2006,8,F
6749,2007,9,F
6750,2002,3,F
6750,2003,4,F
6750,2004,5,R
6750,2005,6,F
6750,2006,7,F
6750,2007,8,R
6751,2007,8,N
6752,2002,3,F
6752,2003,4,R
6752,2004,5,F
6752,2005,6,N
6752,2006,7,F
6752,2007,8,F
6754,2003,3,F
6754,2004,4,F
6754,2005,5,F
6754,2006,6,F
6755,2003,3,F
6755,2004,4,F
6755,2005,5,R
6755,2006,6,R
6755,2007,7,F
6756,2004,3,F
6756,2005,4,F
6756,2006,5,F
6756,2007,5,F
6758,2005,3,R
6758,2006,4,F
6758,2007,5,F
6759,2005,3,N
6759,2006,4,N
6759,2007,5,N
6760,2006,3,F
6760,2007,4,F
6761,2006,3,N
6761,2007,4,N
6763,2006,3,N
6763,2007,4,N
6764,2006,3,N
6764,2007,4,F
6765,2007,3,F
6766,2007,3,F
6770,2001,10,F
6770,2002,10,F
6771,2001,11,N
6771,2002,12,F
6772,2001,10,F
6772,2002,10,F
6774,2001,9,F
6774,2002,10,F
6774,2003,11,F
6774,2004,11,F
6775,2001,7,N
6776,2001,10,F
6776,2002,11,N
6776,2003,11,N
6777,2001,9,R
6777,2002,10,N
6777,2003,11,R
6777,2004,12,R
6778,2001,9,N
6780,2004,11,N
6780,2005,12,F
6781,2001,8,R
6781,2002,9,R
6782,2001,8,R
6782,2002,9,F
6782,2003,10,N
6782,2004,11,F
6782,2005,12,R
6783,2001,8,F
6783,2002,9,F
6783,2003,10,F
6784,2001,7,F
6784,2002,8,F
6784,2003,9,F
6786,2001,7,F
6786,2002,8,F
6786,2003,9,N
6787,2001,6,F
6787,2006,11,F
6787,2007,12,F
6788,2002,6,F
6788,2003,8,F
6788,2004,9,F
6789,2001,6,N
6789,2002,7,N
6791,2001,5,F
6791,2002,6,F
6791,2003,7,N
6791,2004,8,F
6791,2005,9,F
6791,2006,10,R
6791,2007,11,F
6792,2001,5,R
6793,2001,5,F
6793,2002,6,F
6793,2003,7,N
6793,2004,8,N
6793,2005,9,N
6794,2001,5,N
6794,2002,6,N
6794,2003,7,N
6794,2004,8,N
6794,2005,9,N
6794,2006,10,N
6794,2007,11,F
6795,2003,6,F
6795,2004,7,R
6795,2005,8,F
6795,2006,9,F
6797,2006,9,N
6797,2007,10,R
6798,2001,3,R
6798,2002,4,F
6798,2003,5,F
6798,2004,6,F
6798,2005,7,R
6798,2006,8,F
6798,2007,9,R
6799,2001,3,F
6800,2001,3,F
6800,2002,4,F
6800,2003,5,F
6800,2004,6,R
6800,2005,7,N
6802,2001,3,F
6802,2002,4,F
6802,2003,5,F
6802,2004,6,R
6802,2005,7,F
6802,2006,8,F
6802,2007,9,F
6803,2002,3,R
6803,2003,4,F
6803,2004,5,F
6803,2005,6,F
6803,2006,7,F
6803,2007,8,R
6804,2003,4,F
6804,2004,5,F
6805,2002,3,N
6805,2003,4,N
6805,2004,5,N
6805,2005,6,N
6805,2006,7,N
6806,2003,4,F
6806,2004,5,F
6806,2005,6,N
6806,2006,7,F
6806,2007,8,F
6808,2003,3,N
6808,2004,4,N
6808,2005,5,N
6808,2006,6,F
6808,2007,7,F
6809,2004,3,F
6810,2004,3,N
6811,2004,3,N
6811,2005,4,N
6811,2006,5,N
6811,2007,6,N
6813,2005,3,F
6813,2006,4,N
6813,2007,5,F
6814,2005,3,F
6814,2006,4,N
6814,2007,5,F
6815,2006,3,N
6815,2007,4,F
6816,2006,3,N
6816,2007,4,F
6818,2007,3,F
6819,2007,3,N
6821,2001,12,F
6823,2001,11,N
6823,2002,11,F
6824,2001,11,R
6824,2002,12,F
6825,2002,11,N
6826,2001,10,N
6826,2002,11,N
6826,2003,11,N
6826,2004,12,F
6827,2004,12,N
6828,2002,11,N
6830,2002,10,N
6830,2003,11,N
6830,2004,12,N
6831,2001,9,F
6831,2002,10,F
6831,2003,11,N
6831,2004,12,F
6832,2004,10,F
6833,2001,8,F
6833,2002,9,F
6833,2003,10,F
6833,2004,11,F
6835,2004,11,N
6835,2005,12,N
6836,2001,7,F
6836,2002,8,F
6836,2003,9,N
6836,2004,10,F
6836,2005,11,F
6836,2006,12,F
6837,2001,7,N
6838,2001,7,F
6838,2003,9,N
6838,2004,9,F
6838,2005,9,N
6839,2004,10,F
6839,2005,11,F
6839,2006,12,N
6840,2001,6,F
6840,2002,7,F
6840,2003,8,F
6840,2004,9,R
6842,2001,6,F
6842,2002,7,F
6842,2003,8,F
6842,2004,9,N
6842,2005,10,F
6842,2006,11,F
6842,2007,12,F
6843,2002,6,F
6843,2004,8,F
6843,2005,9,F
6844,2002,6,R
6844,2003,7,F
6844,2004,8,F
6844,2005,9,R
6844,2007,10,F
6845,2001,5,F
6845,2002,6,F
6845,2003,7,F
6845,2004,8,F
6845,2005,9,F
6845,2006,10,R
6845,2007,10,F
6846,2001,5,F
6846,2002,6,F
6846,2003,7,F
6846,2004,8,F
6846,2005,9,F
6846,2006,10,R
6848,2001,4,N
6848,2002,5,N
6848,2003,6,N
6848,2004,7,N
6848,2005,8,N
6848,2006,9,N
6849,2001,4,R
6849,2003,6,F
6849,2006,9,N
6849,2007,10,N
6850,2001,4,R
6850,2002,5,F
6850,2003,6,R
6850,2004,7,F
6850,2005,8,F
6850,2006,9,R
6851,2001,3,F
6851,2002,4,F
6852,2002,3,N
6852,2003,4,N
6854,2002,4,N
6854,2003,5,N
6854,2004,6,N
6855,2002,3,F
6855,2003,4,F
6855,2004,5,F
6855,2005,6,F
6855,2006,7,F
6855,2007,8,R
6856,2006,7,N
6857,2005,6,N
6857,2006,7,N
6858,2003,3,F
6858,2004,4,F
6858,2005,5,F
6858,2006,6,R
6858,2007,7,R
6860,2003,3,F
6860,2004,4,F
6860,2005,5,F
6860,2006,6,N
6860,2007,7,R
6861,2004,3,R
6861,2005,4,R
6861,2006,5,N
6861,2007,6,R
6862,2004,3,N
6862,2005,4,N
6862,2006,5,N
6862,2007,6,N
6863,2005,3,N
6863,2006,4,N
6865,2005,3,F
6865,2006,4,F
6865,2007,5,F
6866,2005,3,F
6866,2006,4,F
6866,2007,5,R
6867,2006,3,N
6867,2007,4,F
6868,2006,3,N
6868,2007,4,F
6869,2007,3,F
6872,2001,11,R
6873,2001,12,F
6873,2002,10,N
6874,2001,11,N
6874,2002,12,F
6876,2001,10,F
6876,2002,10,F
6877,2001,11,F
6877,2002,12,F
6878,2001,10,F
6878,2002,11,F
6878,2003,12,F
6879,2001,10,F
6879,2002,11,F
6879,2003,12,F
6880,2001,9,F
6880,2003,10,F
6880,2004,11,F
6882,2001,9,N
6882,2002,10,N
6882,2003,11,N
6883,2001,8,F
6883,2002,9,R
6884,2003,9,F
6885,2001,7,F
6885,2002,8,F
6885,2003,9,F
6885,2004,10,F
6885,2005,11,F
6885,2006,12,F
6886,2001,7,F
6886,2002,8,R
6886,2003,9,F
6887,2002,8,F
6887,2003,9,F
6887,2004,10,F
6887,2005,10,F
6887,2006,11,F
6887,2007,11,R
6889,2004,9,N
6889,2005,9,N
6889,2006,9,N
6889,2007,10,N
6890,2003,8,N
6891,2001,6,R
6892,2001,6,F
