sid,school_year,race_ethnicity
5025,2002,B
5025,2003,B
5025,2004,B
5025,2005,B
5026,2001,B
5026,2002,B
5026,2003,B
5026,2004,B
5026,2005,B
5028,2001,A
5028,2002,A
5028,2003,A
5028,2004,A
5029,2001,B
5029,2002,B
5029,2003,B
5029,2004,B
5029,2005,B
5029,2006,B
5029,2007,B
5030,2002,B
5030,2003,B
5030,2004,B
5030,2005,B
5030,2006,B
5030,2007,B
5031,2001,B
5031,2002,B
5031,2003,B
5031,2004,B
5031,2005,B
5031,2006,B
5032,2001,H
5032,2002,H
5032,2003,H
5032,2004,H
5034,2005,H
5035,2001,B
5035,2002,B
5035,2003,B
5035,2004,B
5035,2005,B
5035,2006,B
5035,2007,B
5036,2001,B
5036,2002,B
5036,2003,B
5036,2004,B
5036,2005,B
5036,2006,B
5036,2007,B
5037,2001,H
5037,2002,H
5037,2004,H
5037,2005,H
5037,2006,H
5037,2007,H
5038,2001,B
5040,2007,B
5041,2001,A
5041,2002,A
5041,2003,A
5042,2007,B
5043,2001,B
5043,2002,B
5043,2003,B
5043,2004,B
5043,2005,B
5043,2006,B
5043,2007,B
5045,2001,B
5045,2002,B
5045,2003,B
5045,2004,B
5045,2005,B
5045,2006,B
5045,2007,B
5046,2001,B
5046,2002,B
5046,2003,B
5046,2004,B
5047,2007,H
5048,2002,B
5048,2003,B
5050,2003,W
5050,2004,W
5050,2005,W
5050,2006,W
5050,2007,W
5051,2003,B
5051,2004,B
5051,2005,B
5051,2006,B
5051,2007,B
5052,2003,B
5052,2004,B
5052,2005,B
5053,2003,B
5053,2004,B
5053,2005,B
5053,2006,B
5053,2007,B
5055,2004,A
5055,2005,A
5055,2006,A
5055,2007,A
5056,2004,B
5056,2005,B
5056,2006,B
5056,2007,B
5057,2005,W
5057,2006,W
5057,2007,W
5058,2006,B
5058,2007,B
5059,2005,B
5061,2006,B
5061,2007,B
5062,2007,B
5063,2007,B
5065,2001,B
5066,2001,B
5066,2002,B
5067,2001,B
5067,2002,B
5069,2001,B
5070,2001,B
5070,2002,B
5071,2001,B
5071,2002,B
5072,2003,A
5072,2004,A
5074,2001,H
5074,2002,H
5074,2003,H
5074,2004,H
5075,2001,B
5075,2002,B
5075,2003,B
5075,2004,B
5075,2005,B
5076,2001,B
5076,2002,B
5076,2003,B
5076,2004,B
5076,2005,B
5077,2001,H
5077,2002,H
5077,2003,H
5077,2004,H
5077,2005,H
5077,2006,H
5078,2001,B
5078,2002,B
5078,2003,B
5078,2004,B
5078,2005,B
5078,2006,B
5079,2003,A
5079,2004,A
5079,2005,A
5079,2006,A
5081,2001,H
5081,2002,H
5081,2003,H
5081,2004,H
5081,2005,H
5081,2006,H
5082,2001,B
5082,2002,B
5082,2003,B
5082,2004,B
5082,2005,B
5082,2006,B
5083,2001,B
5083,2002,B
5083,2003,B
5083,2004,B
5083,2005,B
5084,2001,B
5084,2005,B
5084,2006,B
5084,2007,B
5086,2001,B
5086,2002,B
5086,2003,B
5086,2004,B
5086,2005,B
5086,2006,B
5086,2007,B
5087,2001,H
5087,2002,H
5087,2003,H
5088,2003,H
5088,2004,H
5088,2005,H
5088,2007,H
5089,2001,B
5089,2002,B
5089,2003,B
5089,2004,B
5089,2005,B
5089,2006,B
5089,2007,B
5090,2001,B
5090,2002,B
5092,2001,H
5092,2002,H
5092,2003,H
5092,2004,H
5092,2005,H
5092,2006,H
5092,2007,H
5093,2006,W
5093,2007,W
5094,2001,B
5095,2005,B
5095,2006,B
5095,2007,B
5096,2001,B
5096,2002,B
5096,2003,B
5096,2004,B
5096,2005,B
5096,2006,B
5096,2007,B
5098,2002,B
5098,2003,B
5098,2004,B
5098,2005,B
5098,2006,B
5098,2007,B
5099,2002,B
5099,2003,B
5099,2004,B
5099,2005,B
5099,2006,B
5099,2007,B
5100,2002,H
5100,2003,H
5100,2004,H
5100,2005,H
5101,2002,B
5101,2003,B
5101,2004,B
5101,2005,B
5101,2006,B
5101,2007,B
5103,2006,B
5103,2007,B
5104,2003,B
5104,2004,B
5104,2005,B
5104,2006,B
5104,2007,B
5105,2004,A
5105,2005,A
5105,2006,A
5105,2007,A
5106,2004,B
5106,2005,B
5106,2006,B
5108,2005,B
5108,2006,B
5108,2007,B
5109,2005,B
5109,2006,B
5109,2007,B
5110,2006,A
5110,2007,A
5111,2006,B
5111,2007,B
5113,2007,B
5114,2001,H
5115,2001,B
5116,2001,B
5116,2002,B
5117,2001,A
5117,2002,A
5119,2001,B
5120,2001,B
5120,2002,B
5120,2003,B
5120,2004,B
5121,2001,H
5122,2001,B
5122,2002,B
5122,2003,B
5123,2001,A
5123,2002,A
5123,2003,A
5123,2004,A
5123,2005,A
5125,2001,B
5126,2002,B
5126,2003,B
5126,2004,B
5126,2005,B
5126,2006,B
5127,2001,B
5127,2002,B
5127,2003,B
5129,2001,B
5129,2002,B
5129,2003,B
5129,2004,B
5129,2005,B
5129,2006,B
5129,2007,B
5130,2001,B
5130,2002,B
5130,2003,B
5130,2004,B
5130,2005,B
5130,2006,B
5130,2007,B
5131,2001,B
5131,2002,B
5131,2003,B
5131,2004,B
5131,2005,B
5131,2006,B
5131,2007,B
5133,2001,B
5133,2002,B
5133,2003,B
5133,2004,B
5133,2005,B
5133,2006,B
5133,2007,B
5134,2001,B
5134,2002,B
5134,2003,B
5134,2004,B
5134,2005,B
5134,2006,B
5134,2007,B
5135,2002,B
5135,2003,B
5135,2004,B
5135,2005,B
5135,2006,B
5135,2007,B
5137,2001,M/O
5137,2002,NA
5137,2003,NA
5137,2004,NA
5137,2005,NA
5137,2006,M/O
5137,2007,M/O
5138,2003,B
5138,2004,B
5138,2005,B
5139,2001,B
5139,2002,B
5139,2003,B
5139,2004,B
5139,2005,B
5139,2006,B
5140,2001,H
5140,2002,H
5140,2003,H
5141,2001,B
5141,2002,B
5141,2003,B
5141,2004,B
5141,2005,B
5141,2006,B
5141,2007,B
5142,2001,H
5142,2002,H
5142,2003,H
5142,2004,H
5142,2005,H
5142,2006,H
5143,2001,H
5143,2002,H
5143,2007,H
5145,2001,W
5145,2002,W
5145,2003,W
5145,2004,W
5145,2005,A
5145,2006,A
5145,2007,A
5146,2001,B
5146,2002,B
5146,2003,B
5146,2004,B
5146,2005,B
5146,2006,B
5146,2007,B
5147,2001,A
5147,2003,A
5147,2004,A
5147,2005,A
5147,2007,A
5148,2002,W
5148,2003,W
5148,2004,W
5148,2005,W
5148,2006,W
5148,2007,W
5149,2002,A
5150,2002,B
5150,2003,B
5150,2004,B
5150,2005,B
5150,2006,B
5151,2005,H
5151,2006,H
5151,2007,H
5152,2003,B
5153,2003,H
5153,2004,H
5153,2005,H
5153,2006,H
5153,2007,H
5154,2007,A
5155,2004,W
5155,2005,W
5155,2006,W
5155,2007,W
5157,2006,B
5157,2007,B
5158,2005,B
5158,2006,B
5158,2007,B
5159,2006,A
5160,2006,B
5160,2007,B
5161,2006,W
5161,2007,W
5162,2007,M/O
5164,2001,B
5165,2001,B
5166,2001,B
5166,2002,B
5167,2001,W
5167,2002,W
5169,2001,B
5169,2002,B
5169,2003,B
5170,2001,B
5170,2002,B
5170,2003,B
5170,2004,B
5171,2001,B
5171,2002,B
5171,2003,B
5171,2004,B
5172,2001,A
5174,2001,H
5174,2002,H
5174,2003,H
5174,2004,H
5174,2005,H
5175,2001,B
5175,2002,B
5175,2003,B
5175,2004,B
5175,2005,B
5175,2006,B
5176,2001,B
5176,2002,B
5176,2003,B
5176,2004,B
5176,2005,B
5177,2001,B
5177,2002,B
5177,2003,B
5177,2004,B
5177,2005,B
5177,2006,B
5178,2001,H
5178,2002,H
5178,2004,H
5179,2001,A
5179,2002,A
5179,2003,A
5179,2004,A
5179,2005,A
5179,2006,A
5179,2007,A
5181,2001,B
5181,2002,B
5181,2003,B
5181,2004,B
5181,2005,B
5181,2006,B
5182,2001,B
5182,2002,B
5182,2003,B
5182,2004,B
5182,2005,B
5182,2006,B
5182,2007,B
5183,2001,B
5183,2002,B
5183,2003,B
5183,2004,B
5183,2005,B
5183,2006,B
5183,2007,B
5185,2001,B
5185,2002,B
5186,2002,H
5187,2001,B
5187,2002,B
5187,2003,B
5187,2004,B
5187,2005,B
5187,2006,B
5187,2007,B
5188,2001,B
5188,2002,B
5188,2005,B
5188,2006,B
5188,2007,B
5190,2001,B
5190,2002,B
5190,2003,B
5190,2004,B
5190,2005,B
5191,2001,B
5191,2002,B
5191,2003,B
5191,2004,B
5191,2005,B
5192,2001,B
5192,2002,B
5192,2003,B
5192,2004,B
5192,2005,B
5192,2006,B
5192,2007,B
5194,2001,W
5194,2002,W
5194,2003,W
5194,2004,W
5194,2005,W
5194,2006,W
5194,2007,W
5195,2001,B
5195,2002,B
5195,2003,B
5195,2004,B
5195,2005,B
5195,2006,B
5195,2007,B
5196,2001,W
5196,2002,W
5196,2003,W
5196,2004,W
5196,2005,W
5196,2006,W
5196,2007,W
5197,2001,H
5197,2002,H
5197,2003,H
5197,2004,H
5197,2006,H
5197,2007,H
5198,2002,B
5199,2002,B
5199,2003,B
5199,2004,B
5199,2005,B
5199,2006,B
5199,2007,B
5201,2003,B
5201,2004,B
5201,2005,B
5201,2006,B
5201,2007,B
5202,2003,B
5202,2004,B
5202,2005,B
5202,2006,B
5202,2007,B
5203,2003,B
5203,2004,B
5203,2005,B
5203,2006,B
5203,2007,A
5205,2004,B
5205,2005,B
5205,2006,B
5206,2004,B
5206,2005,B
5206,2006,B
5206,2007,B
5207,2004,B
5207,2005,B
5207,2006,B
5207,2007,B
5209,2005,W
5209,2006,W
5209,2007,W
5210,2005,B
5210,2006,B
5210,2007,B
5211,2007,B
5212,2007,A
5213,2006,A
5213,2007,A
5214,2007,B
5215,2007,A
5217,2001,A
5218,2001,B
5218,2002,B
5219,2001,B
5219,2002,B
5220,2001,B
5220,2002,B
5220,2003,B
5222,2001,B
5222,2002,B
5223,2001,W
5223,2002,W
5223,2003,W
5223,2004,W
5224,2001,B
5224,2002,B
5224,2003,B
5224,2004,B
5224,2005,B
5225,2001,B
5225,2002,B
5227,2001,H
5227,2002,H
5227,2003,H
5227,2004,H
5227,2005,H
5228,2002,H
5228,2003,H
5228,2004,H
5228,2005,H
5229,2001,B
5229,2002,B
5229,2003,B
5229,2004,B
5230,2005,H
5230,2006,H
5230,2007,H
5231,2001,B
5231,2002,B
5231,2003,B
5231,2004,B
5231,2005,B
5231,2006,B
5232,2001,B
5232,2004,B
5232,2007,B
5234,2005,B
5234,2006,B
5234,2007,B
5235,2001,B
5235,2002,B
5235,2003,B
5236,2001,B
5236,2002,B
5236,2003,B
5236,2004,B
5236,2005,B
5236,2006,B
5236,2007,B
5238,2001,B
5238,2002,B
5238,2003,B
5238,2004,B
5238,2005,B
5238,2006,B
5238,2007,B
5239,2001,A
5239,2002,A
5239,2003,A
5240,2001,H
5240,2002,H
5240,2003,H
5241,2001,B
5241,2002,B
5241,2003,B
5241,2004,B
5241,2006,B
5241,2007,B
5242,2001,W
5243,2001,B
5243,2002,B
5243,2003,B
5243,2004,B
5243,2005,B
5243,2006,B
5243,2007,B
5244,2002,W
5246,2007,H
5247,2001,B
5247,2002,B
5247,2003,B
5247,2004,B
5248,2002,B
5248,2003,B
5248,2004,B
5248,2005,B
5248,2006,B
5248,2007,B
5249,2001,B
5249,2002,B
5249,2003,B
5249,2004,B
5249,2005,B
5249,2006,B
5249,2007,B
5251,2002,B
5252,2005,B
5252,2006,B
5252,2007,B
5253,2002,B
5253,2003,B
5253,2004,B
5253,2005,B
5253,2006,B
5253,2007,B
5255,2003,B
5256,2003,H
5256,2004,H
5257,2004,B
5257,2005,B
5257,2006,B
5257,2007,B
5258,2004,B
5258,2005,B
5258,2006,B
5258,2007,B
5260,2005,W
5260,2006,W
5260,2007,W
5261,2005,B
5261,2006,B
5261,2007,B
5262,2005,H
5263,2006,W
5263,2007,W
5264,2006,H
5264,2007,H
5265,2007,B
5266,2007,B
5268,2001,H
5269,2001,A
5270,2001,A
5270,2002,A
5271,2001,B
5271,2002,B
5271,2003,B
5272,2001,B
5272,2002,B
5273,2001,B
5273,2002,B
5273,2003,B
5275,2003,B
5276,2001,B
5276,2002,B
5276,2003,B
5276,2004,B
5277,2001,H
5277,2002,H
5278,2001,H
5279,2001,B
5279,2002,B
5279,2003,B
5279,2004,B
5279,2005,B
5280,2002,A
5280,2003,A
5280,2004,A
5280,2005,A
5282,2001,B
5282,2002,B
5282,2003,B
5282,2004,B
5282,2005,B
5282,2006,B
5283,2001,H
5283,2002,H
5283,2005,H
5284,2001,W
5284,2002,W
5284,2003,W
5284,2004,W
5284,2005,W
5284,2006,W
5284,2007,W
5285,2001,B
5285,2002,B
5285,2003,B
5285,2004,B
5285,2005,B
5286,2001,B
5286,2002,B
5286,2003,B
5286,2004,B
5286,2005,B
5286,2006,B
5286,2007,B
5288,2001,B
5288,2002,B
5288,2003,B
5288,2004,B
5288,2005,B
5288,2006,B
5288,2007,B
5289,2001,B
5289,2002,B
5289,2003,B
5289,2004,B
5289,2005,B
5289,2006,B
5289,2007,B
5290,2001,B
5290,2002,B
5290,2003,B
5290,2004,B
5290,2005,B
5290,2006,B
5290,2007,B
5291,2001,W
5292,2001,A
5292,2002,A
5293,2001,A
5293,2002,A
5293,2003,A
5293,2004,A
5293,2005,A
5293,2006,A
5293,2007,A
5295,2001,B
5295,2002,B
5295,2003,B
5295,2004,B
5295,2005,B
5295,2006,B
5295,2007,B
5296,2001,B
5296,2002,B
5296,2003,B
5296,2004,B
5297,2004,B
5299,2001,H
5299,2002,H
5299,2003,H
5299,2004,H
5299,2005,H
5299,2006,H
5299,2007,H
5300,2002,W
5300,2003,W
5300,2004,W
5300,2005,W
5300,2006,W
5300,2007,W
5301,2005,B
5302,2005,W
5302,2006,W
5302,2007,W
5303,2002,A
5303,2003,A
5303,2004,A
5303,2005,A
5304,2002,B
5305,2002,B
5305,2003,B
5305,2004,B
5305,2005,B
5305,2006,B
5305,2007,B
5307,2003,B
5307,2004,B
5307,2005,B
5307,2006,B
5307,2007,B
5308,2003,B
5308,2004,B
5308,2005,B
5308,2006,B
5308,2007,B
5309,2003,B
5309,2004,B
5309,2005,B
5309,2006,B
5309,2007,B
5310,2004,A
5310,2005,A
5312,2005,A
5312,2006,A
5312,2007,A
5313,2005,H
5313,2007,H
5314,2006,B
5314,2007,B
5315,2007,B
5316,2006,B
5316,2007,B
5318,2007,B
5319,2001,B
5319,2002,B
5319,2003,B
5320,2001,W
5321,2001,B
5321,2002,B
5323,2001,B
5323,2002,B
5323,2003,B
5324,2001,B
5325,2002,H
5325,2003,H
5326,2001,B
5326,2002,B
5326,2003,B
5326,2004,B
5327,2001,W
5327,2002,W
5329,2002,W
5329,2003,W
5329,2004,W
5329,2005,W
5330,2001,H
5330,2002,H
5331,2001,B
5331,2002,B
5331,2003,B
5331,2004,B
5331,2005,B
5331,2006,B
5332,2002,H
5332,2003,H
5332,2004,H
5333,2001,B
5333,2002,B
5333,2004,B
5333,2005,B
5334,2001,B
5334,2002,B
5334,2003,B
5334,2004,B
5334,2005,B
5334,2006,B
5334,2007,B
5335,2002,A
5335,2003,A
5337,2001,B
5337,2002,B
5337,2003,B
5337,2004,B
5337,2005,B
5337,2006,B
5337,2007,B
5338,2001,W
5338,2002,W
5338,2003,W
5338,2004,W
5338,2005,W
5338,2006,W
5338,2007,W
5339,2001,B
5339,2002,B
5339,2003,B
5339,2004,B
5339,2006,B
5339,2007,B
5340,2001,B
5342,2001,B
5342,2002,B
5342,2003,B
5342,2004,B
5342,2005,B
5342,2006,B
5342,2007,B
5343,2001,W
5343,2002,W
5343,2003,W
5343,2004,W
5343,2005,W
5343,2006,W
5343,2007,W
5344,2007,B
5345,2001,B
5345,2002,B
5345,2003,B
5345,2004,B
5346,2004,H
5348,2001,B
5348,2002,B
5348,2003,B
5348,2004,B
5348,2005,B
5348,2006,B
5348,2007,B
5349,2001,B
5349,2002,B
5349,2003,B
5349,2004,B
5349,2005,B
5349,2006,B
5349,2007,B
5350,2003,B
5350,2004,B
5352,2001,H
5352,2002,H
5352,2003,H
5352,2005,H
5352,2006,H
5352,2007,H
5353,2002,B
5353,2003,B
5353,2004,B
5353,2005,B
5353,2006,B
5353,2007,B
5354,2002,B
5354,2003,B
5354,2004,B
5354,2005,B
5354,2006,B
5354,2007,B
5355,2002,B
5355,2003,B
5355,2004,B
5355,2005,B
5355,2006,B
5355,2007,B
5357,2003,B
5357,2004,B
5357,2005,B
5357,2006,B
5357,2007,B
5358,2004,H
5358,2005,H
5358,2006,H
5358,2007,H
5359,2004,B
5359,2005,B
5359,2006,B
5359,2007,B
5360,2004,B
5360,2005,B
5360,2006,B
5360,2007,B
5362,2005,H
5362,2006,H
5362,2007,H
5363,2005,B
5363,2006,B
5363,2007,B
5364,2006,B
5364,2007,B
5365,2006,B
5365,2007,B
5367,2007,B
5368,2007,B
5369,2001,B
5371,2001,B
5371,2002,B
5372,2001,A
5372,2002,A
5373,2002,B
5373,2003,B
5374,2003,H
5374,2004,H
5375,2001,H
5375,2002,H
5375,2003,H
5375,2004,H
5376,2001,B
5378,2001,B
5378,2002,B
5378,2003,B
5379,2002,A
5379,2003,A
5379,2004,A
5379,2005,A
5380,2001,B
5380,2002,B
5380,2003,B
5381,2001,B
5381,2002,B
5381,2003,B
5381,2004,B
5381,2005,B
5381,2006,B
5383,2001,A
5383,2002,A
5384,2001,H
5384,2002,H
5385,2001,B
5385,2002,B
5385,2003,B
5385,2004,B
5385,2005,B
5385,2006,B
5385,2007,B
5386,2001,W
5386,2002,W
5386,2003,W
5386,2004,W
5386,2005,W
5386,2006,W
5386,2007,W
5387,2001,B
5387,2002,B
5388,2001,B
5390,2003,B
5390,2004,B
5390,2005,B
5390,2006,B
5390,2007,B
5391,2001,H
5391,2002,H
5391,2003,H
5391,2004,H
5392,2001,M/O
5392,2002,NA
5392,2003,NA
5392,2004,NA
5392,2005,NA
5393,2001,B
5393,2002,B
5393,2003,B
5393,2004,B
5393,2005,B
5393,2006,B
5393,2007,B
5394,2001,B
5394,2002,B
5394,2003,B
5394,2004,B
5394,2005,B
5395,2001,A
5395,2002,A
5395,2003,A
5395,2004,A
5395,2005,A
5395,2006,A
5395,2007,A
5397,2001,B
5397,2002,B
5397,2003,B
5397,2004,B
5398,2001,B
5398,2002,B
5398,2003,B
5399,2001,H
5399,2002,H
5399,2003,H
5399,2004,H
5399,2005,H
5400,2001,B
5400,2002,B
5400,2003,B
5400,2004,B
5402,2001,B
5403,2001,B
5404,2006,B
5404,2007,B
5406,2003,B
5407,2003,B
5407,2004,B
5407,2005,B
5407,2006,B
5407,2007,B
5408,2004,B
5409,2006,H
5411,2004,B
5411,2005,B
5411,2006,B
5411,2007,B
5412,2005,B
5412,2006,B
5412,2007,B
5413,2005,W
5413,2006,W
5413,2007,W
5414,2005,A
5415,2006,B
5415,2007,B
5417,2006,B
5417,2007,B
5418,2007,A
5419,2001,B
5420,2001,B
5421,2001,M/O
5421,2002,NA
5421,2003,NA
5423,2001,B
5423,2002,B
5424,2001,B
5424,2002,B
5424,2003,B
5425,2001,B
5425,2002,B
5425,2003,B
5427,2001,B
5427,2002,B
5427,2003,B
5427,2004,B
5427,2005,B
5428,2001,B
5428,2002,B
5428,2003,B
5428,2004,B
5429,2001,B
5429,2002,B
5429,2003,B
5429,2004,B
5429,2005,B
5431,2001,B
5431,2002,B
5431,2003,B
5431,2004,B
5431,2005,B
5431,2006,B
5432,2001,B
5433,2001,B
5433,2002,B
5433,2004,B
5435,2003,B
5436,2001,A
5436,2002,A
5436,2003,A
5436,2004,A
5436,2005,A
5436,2006,A
5436,2007,A
5437,2004,B
5437,2005,B
5437,2006,B
5437,2007,B
5438,2001,M/O
5438,2002,NA
5438,2003,NA
5438,2004,NA
5438,2005,NA
5438,2006,M/O
5438,2007,M/O
5439,2004,B
5439,2005,B
5439,2006,B
5439,2007,B
5441,2004,A
5441,2005,A
5441,2006,A
5441,2007,A
5442,2001,B
5442,2002,B
5442,2003,B
5442,2004,B
5442,2005,B
5442,2006,B
5442,2007,B
5443,2007,B
5444,2001,A
5444,2002,A
5444,2003,A
5444,2004,A
5444,2005,A
5444,2006,A
5444,2007,A
5445,2001,B
5445,2002,B
5445,2003,B
5445,2004,B
5445,2005,B
5445,2006,B
5445,2007,B
5447,2007,H
5448,2001,B
5448,2002,B
5448,2003,B
5448,2004,B
5448,2005,B
5448,2006,B
5448,2007,B
5449,2001,B
5449,2002,B
5449,2003,B
5449,2004,B
5449,2005,B
5449,2006,B
5449,2007,B
5450,2001,B
5450,2002,B
5450,2003,B
5452,2001,B
5453,2001,B
5453,2002,B
5453,2003,B
5453,2004,B
5453,2005,B
5453,2006,B
5453,2007,B
5454,2002,B
5454,2003,B
5454,2004,B
5454,2005,B
5454,2006,B
5454,2007,B
5456,2002,B
5456,2003,B
5456,2004,B
5457,2004,H
5458,2003,B
5458,2004,B
5458,2005,B
5458,2006,B
5458,2007,B
5459,2003,B
5459,2004,B
5459,2005,B
5459,2006,B
5459,2007,B
5461,2005,B
5461,2006,B
5461,2007,B
5462,2004,B
5462,2005,B
5462,2006,B
5462,2007,B
5463,2004,B
5465,2005,B
5465,2006,B
5465,2007,B
5466,2006,B
5466,2007,B
5467,2006,B
5467,2007,B
5469,2007,B
5470,2007,W
5471,2001,B
5472,2001,B
5474,2001,B
5474,2002,B
5474,2003,B
5475,2001,H
5475,2002,H
5475,2003,H
5476,2002,B
5476,2003,B
5477,2001,B
5477,2002,B
5477,2003,B
5477,2004,B
5479,2002,A
5480,2001,B
5480,2002,B
5481,2001,B
5481,2002,B
5482,2001,B
5482,2002,B
5482,2003,B
5482,2004,B
5482,2005,B
5482,2006,B
5483,2001,A
5483,2002,A
5483,2003,A
5483,2004,A
5483,2005,A
5483,2006,A
5485,2001,B
5485,2006,B
5485,2007,B
5486,2001,A
5487,2002,H
5488,2001,B
5488,2002,B
5488,2003,B
5488,2004,B
5488,2005,B
5488,2006,B
5489,2001,B
5489,2002,B
5489,2003,B
5489,2004,B
5489,2005,B
5489,2006,B
5491,2003,B
5491,2004,B
5491,2005,B
5491,2006,B
5491,2007,B
5492,2001,H
5492,2002,H
5492,2003,H
5492,2004,H
5492,2005,H
5492,2006,H
5492,2007,H
5493,2001,B
5493,2002,B
5493,2003,B
5493,2004,B
5493,2005,B
5493,2006,B
5493,2007,B
5494,2001,B
5494,2002,B
5494,2003,B
5494,2004,B
5496,2001,H
5496,2003,H
5497,2001,B
5498,2001,B
5498,2002,B
5498,2003,B
5498,2004,B
5498,2005,B
5498,2006,B
5498,2007,B
5499,2004,B
5499,2005,B
5499,2006,B
5499,2007,B
5501,2001,B
5501,2002,B
5501,2003,B
5502,2001,A
5502,2002,A
5502,2003,A
5502,2004,A
5502,2005,A
5502,2006,A
5502,2007,A
5503,2001,B
5504,2002,B
5504,2003,B
5504,2004,B
5504,2005,B
5504,2006,B
5504,2007,B
5506,2003,B
5506,2004,B
5506,2005,B
5506,2006,B
5506,2007,B
5507,2002,B
5507,2003,B
5507,2004,B
5507,2005,B
5507,2006,B
5507,2007,B
5508,2007,B
5510,2003,B
5510,2004,B
5510,2005,B
5510,2006,B
5510,2007,B
5511,2003,B
5511,2004,B
5511,2005,B
5511,2006,B
5511,2007,B
5512,2005,B
5512,2006,B
5512,2007,B
5514,2005,B
5514,2006,B
5514,2007,B
5515,2006,B
5515,2007,B
5516,2005,B
5516,2006,B
5516,2007,B
5518,2006,B
5518,2007,B
5519,2006,B
5519,2007,B
5520,2007,B
5521,2007,A
5522,2001,W
5523,2001,W
5525,2001,H
5525,2002,H
5526,2001,B
5526,2002,B
5526,2003,B
5527,2001,B
5527,2002,B
5527,2003,B
5528,2001,B
5528,2002,B
5529,2001,H
5529,2002,H
5529,2003,H
5529,2004,H
5531,2001,B
5531,2002,B
5531,2003,B
5531,2004,B
5531,2005,B
5532,2001,B
5532,2002,B
5532,2003,B
5532,2004,B
5533,2001,B
5533,2002,B
5535,2001,B
5535,2002,B
5535,2004,B
5536,2001,B
5536,2002,B
5536,2003,B
5537,2001,H
5537,2002,H
5537,2003,H
5537,2004,H
5537,2005,H
5537,2006,H
5538,2001,B
5538,2002,B
5538,2003,B
5538,2004,B
5538,2005,B
5540,2001,B
5540,2002,B
5540,2003,B
5540,2004,B
5540,2005,B
5540,2006,B
5540,2007,B
5541,2001,B
5541,2002,B
5541,2004,B
5541,2005,B
5542,2001,B
5542,2002,B
5542,2003,B
5542,2004,B
5542,2005,B
5542,2006,B
5543,2002,W
5543,2003,W
5543,2004,W
5543,2005,W
5543,2006,W
5543,2007,W
5545,2005,H
5545,2006,H
5545,2007,H
5546,2001,A
5546,2002,A
5546,2003,A
5546,2004,A
5546,2005,A
5546,2006,A
5546,2007,A
5547,2006,B
5547,2007,B
5548,2001,W
5548,2004,W
5548,2005,W
5548,2006,W
5548,2007,W
5549,2004,B
5550,2001,B
5550,2002,B
5550,2003,B
5550,2004,B
5550,2005,B
5550,2006,B
5550,2007,B
5552,2006,B
5552,2007,B
5553,2001,A
5553,2002,A
5553,2003,A
5553,2004,A
5554,2001,B
5554,2002,B
5554,2003,B
5554,2004,B
5554,2005,B
5554,2006,B
5554,2007,B
5555,2001,W
5555,2005,W
5555,2006,W
5555,2007,W
5556,2002,B
5556,2003,B
5556,2004,B
5556,2005,B
5556,2006,B
5558,2002,B
5558,2003,B
5558,2004,B
5558,2005,B
5558,2006,B
5558,2007,B
5559,2002,A
5559,2003,A
5559,2004,A
5559,2005,A
5559,2006,A
5559,2007,A
5560,2003,H
5560,2004,H
5560,2005,H
5560,2006,H
5560,2007,H
5561,2006,B
5561,2007,B
5562,2003,B
5562,2004,B
5562,2005,B
5562,2006,B
5562,2007,B
5564,2004,W
5564,2005,W
5564,2006,W
5564,2007,W
5565,2004,H
5566,2005,B
5566,2006,B
5566,2007,B
5567,2005,B
5567,2006,B
5567,2007,B
5568,2005,B
5568,2006,B
5570,2006,H
5570,2007,H
5571,2006,B
5571,2007,B
5572,2007,B
5573,2007,B
5575,2001,B
5576,2001,B
5577,2001,B
5577,2002,B
5578,2001,W
5578,2002,W
5580,2001,A
5580,2002,A
5580,2003,A
5581,2001,B
5581,2002,B
5581,2003,B
5581,2004,B
5582,2001,B
5582,2002,B
5583,2001,B
5583,2002,B
5583,2003,B
5583,2004,B
5585,2002,B
5585,2003,B
5585,2004,B
5585,2005,B
5586,2001,A
5586,2002,A
5586,2003,A
5586,2004,A
5587,2001,B
5587,2002,B
5587,2003,B
5587,2004,B
5587,2005,B
5587,2006,B
5588,2001,B
5588,2005,A
5589,2001,H
5589,2002,H
5589,2003,H
5589,2004,H
5589,2005,H
5591,2001,B
5591,2002,B
5591,2003,B
5591,2004,B
5591,2005,B
5592,2001,B
5592,2002,B
5592,2003,B
5592,2004,B
5592,2005,B
5592,2006,B
5592,2007,B
5593,2001,H
5593,2002,H
5593,2003,H
5593,2004,H
5594,2001,B
5594,2002,B
5594,2003,B
5594,2004,B
5594,2005,B
5594,2006,B
5594,2007,B
5595,2001,A
5595,2002,A
5595,2003,A
5595,2004,A
5595,2005,A
5595,2006,A
5595,2007,A
5596,2001,W
5596,2002,W
5596,2003,W
5596,2004,W
5596,2005,A
5596,2006,A
5596,2007,A
5598,2001,B
5598,2002,B
5598,2003,B
5598,2004,B
5598,2005,B
5598,2006,B
5599,2001,B
5599,2002,B
5600,2001,B
5600,2002,B
5600,2003,B
5600,2004,B
5600,2005,B
5600,2006,B
5600,2007,B
5602,2001,B
5602,2002,B
5602,2003,B
5602,2004,B
5602,2005,B
5602,2006,B
5603,2001,B
5604,2001,B
5606,2005,A
5606,2006,A
5607,2001,B
5607,2002,B
5607,2003,B
5607,2004,B
5607,2005,B
5607,2006,B
5607,2007,B
5608,2002,W
